S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
181.8,143,87.2,51.4,42,101.8,92.4,112.6,65.13333333,55.13333333,57.8,39,95,111.8,50.6,42.8,7.8,4.2,74.52592593,3618.557037
180.5,131.5,85,54.5,42,105.5,93.5,110.5,63.16666667,55.66666667,54,40.16666667,95,111,50,41.5,7.5,4.5,73.63888889,3547.053333
179.2,120,82.8,57.6,42,109.2,94.6,108.4,61.2,56.2,50.2,41.33333333,95,110.2,49.4,40.2,7.2,4.8,72.75185185,3475.54963
177.9,108.5,80.6,60.7,42,112.9,95.7,106.3,59.23333333,56.73333333,46.4,42.5,95,109.4,48.8,38.9,6.9,5.1,71.86481481,3404.045926
176.6,97,78.4,63.8,42,116.6,96.8,104.2,57.26666667,57.26666667,42.6,43.66666667,95,108.6,48.2,37.6,6.6,5.4,70.97777778,3332.542222
175.3,85.5,76.2,66.9,42,120.3,97.9,102.1,55.3,57.8,38.8,44.83333333,95,107.8,47.6,36.3,6.3,5.7,70.09074074,3261.038519
174,74,74,70,42,124,99,100,53.33333333,58.33333333,35,46,95,107,47,35,6,6,69.2037037,3189.534815
169.6,75.5,73.9,69.6,45.8,119.7,94.7,98.43333333,50.23333333,56.43333333,35.13333333,44.2,96.7,109.5,42.6,32.7,5.7,5.7,68.11851852,3128.370667
165.2,77,73.8,69.2,49.6,115.4,90.4,96.86666667,47.13333333,54.53333333,35.26666667,42.4,98.4,112,38.2,30.4,5.4,5.4,67.03333333,3067.206519
160.8,78.5,73.7,68.8,53.4,111.1,86.1,95.3,44.03333333,52.63333333,35.4,40.6,100.1,114.5,33.8,28.1,5.1,5.1,65.94814815,3006.04237
156.4,80,73.6,68.4,57.2,106.8,81.8,93.73333333,40.93333333,50.73333333,35.53333333,38.8,101.8,117,29.4,25.8,4.8,4.8,64.86296296,2944.878222
152,81.5,73.5,68,61,102.5,77.5,92.16666667,37.83333333,48.83333333,35.66666667,37,103.5,119.5,25,23.5,4.5,4.5,63.77777778,2883.714074
147.6,83,73.4,67.6,64.8,98.2,73.2,90.6,34.73333333,46.93333333,35.8,35.2,105.2,122,20.6,21.2,4.2,4.2,62.69259259,2822.549926
143.2,84.5,73.3,67.2,68.6,93.9,68.9,89.03333333,31.63333333,45.03333333,35.93333333,33.4,106.9,124.5,16.2,18.9,3.9,3.9,61.60740741,2761.385778
138.8,86,73.2,66.8,72.4,89.6,64.6,87.46666667,28.53333333,43.13333333,36.06666667,31.6,108.6,127,11.8,16.6,3.6,3.6,60.52222222,2700.22163
134.4,87.5,73.1,66.4,76.2,85.3,60.3,85.9,25.43333333,41.23333333,36.2,29.8,110.3,129.5,7.4,14.3,3.3,3.3,59.43703704,2639.057481
130,89,73,66,80,81,56,84.33333333,22.33333333,39.33333333,36.33333333,28,112,132,3,12,3,3,58.35185185,2577.893333
130.2,87.5,73.1,61.7,90.7,81.5,57.13333333,86.3,22.1,40.7,43,26.2,110.6333333,126.9,5.4,13.9,3,2.7,59.03703704,2712.41837
130.4,86,73.2,57.4,101.4,82,58.26666667,88.26666667,21.86666667,42.06666667,49.66666667,24.4,109.2666667,121.8,7.8,15.8,3,2.4,59.72222223,2846.943407
130.6,84.5,73.3,53.1,112.1,82.5,59.4,90.23333333,21.63333333,43.43333333,56.33333333,22.6,107.9,116.7,10.2,17.7,3,2.1,60.40740741,2981.468444
130.8,83,73.4,48.8,122.8,83,60.53333333,92.2,21.4,44.8,63,20.8,106.5333333,111.6,12.6,19.6,3,1.8,61.09259259,3115.993481
131,81.5,73.5,44.5,133.5,83.5,61.66666667,94.16666667,21.16666667,46.16666667,69.66666667,19,105.1666667,106.5,15,21.5,3,1.5,61.77777778,3250.518519
131.2,80,73.6,40.2,144.2,84,62.8,96.13333333,20.93333333,47.53333333,76.33333333,17.2,103.8,101.4,17.4,23.4,3,1.2,62.46296296,3385.043556
131.4,78.5,73.7,35.9,154.9,84.5,63.93333333,98.1,20.7,48.9,83,15.4,102.4333333,96.3,19.8,25.3,3,0.9,63.14814815,3519.568593
131.6,77,73.8,31.6,165.6,85,65.06666667,100.0666667,20.46666667,50.26666667,89.66666667,13.6,101.0666667,91.2,22.2,27.2,3,0.6,63.83333334,3654.09363
131.8,75.5,73.9,27.3,176.3,85.5,66.2,102.0333333,20.23333333,51.63333333,96.33333333,11.8,99.7,86.1,24.6,29.1,3,0.3,64.51851852,3788.618667
132,74,74,23,187,86,67.33333333,104,20,53,103,10,98.33333333,81,27,31,3,0,65.2037037,3923.143704
132,73.1,75.8,31,186.4,86.4,66.9,107.9333333,20.2,56,95.4,10.13333333,97.4,78.5,27.6,31.1,2.7,0.6,65.50925926,3864.941037
132,72.2,77.6,39,185.8,86.8,66.46666667,111.8666667,20.4,59,87.8,10.26666667,96.46666667,76,28.2,31.2,2.4,1.2,65.81481482,3806.73837
132,71.3,79.4,47,185.2,87.2,66.03333333,115.8,20.6,62,80.2,10.4,95.53333333,73.5,28.8,31.3,2.1,1.8,66.12037037,3748.535704
132,70.4,81.2,55,184.6,87.6,65.6,119.7333333,20.8,65,72.6,10.53333333,94.6,71,29.4,31.4,1.8,2.4,66.42592592,3690.333037
132,69.5,83,63,184,88,65.16666667,123.6666667,21,68,65,10.66666667,93.66666667,68.5,30,31.5,1.5,3,66.73148148,3632.13037
132,68.6,84.8,71,183.4,88.4,64.73333333,127.6,21.2,71,57.4,10.8,92.73333333,66,30.6,31.6,1.2,3.6,67.03703704,3573.927704
132,67.7,86.6,79,182.8,88.8,64.3,131.5333333,21.4,74,49.8,10.93333333,91.8,63.5,31.2,31.7,0.9,4.2,67.34259259,3515.725037
132,66.8,88.4,87,182.2,89.2,63.86666667,135.4666667,21.6,77,42.2,11.06666667,90.86666667,61,31.8,31.8,0.6,4.8,67.64814815,3457.52237
132,65.9,90.2,95,181.6,89.6,63.43333333,139.4,21.8,80,34.6,11.2,89.93333333,58.5,32.4,31.9,0.3,5.4,67.9537037,3399.319704
132,65,92,103,181,90,63,143.3333333,22,83,27,11.33333333,89,56,33,32,0,6,68.25925926,3341.117037
126,65.8,96.3,103.6,172.8,92.9,60.6,139.5,23.43333333,86.6,30.3,11.5,89.13333333,61.4,31.6,36,0.3,7.8,68.64259259,3289.734815
120,66.6,100.6,104.2,164.6,95.8,58.2,135.6666667,24.86666667,90.2,33.6,11.66666667,89.26666667,66.8,30.2,40,0.6,9.6,69.02592593,3238.352593
114,67.4,104.9,104.8,156.4,98.7,55.8,131.8333333,26.3,93.8,36.9,11.83333333,89.4,72.2,28.8,44,0.9,11.4,69.40925926,3186.97037
108,68.2,109.2,105.4,148.2,101.6,53.4,128,27.73333333,97.4,40.2,12,89.53333333,77.6,27.4,48,1.2,13.2,69.79259259,3135.588148
102,69,113.5,106,140,104.5,51,124.1666667,29.16666667,101,43.5,12.16666667,89.66666667,83,26,52,1.5,15,70.17592593,3084.205926
96,69.8,117.8,106.6,131.8,107.4,48.6,120.3333333,30.6,104.6,46.8,12.33333333,89.8,88.4,24.6,56,1.8,16.8,70.55925926,3032.823704
90,70.6,122.1,107.2,123.6,110.3,46.2,116.5,32.03333333,108.2,50.1,12.5,89.93333333,93.8,23.2,60,2.1,18.6,70.94259259,2981.441481
84,71.4,126.4,107.8,115.4,113.2,43.8,112.6666667,33.46666667,111.8,53.4,12.66666667,90.06666667,99.2,21.8,64,2.4,20.4,71.32592593,2930.059259
78,72.2,130.7,108.4,107.2,116.1,41.4,108.8333333,34.9,115.4,56.7,12.83333333,90.2,104.6,20.4,68,2.7,22.2,71.70925926,2878.677037
72,73,135,109,99,119,39,105,36.33333333,119,60,13,90.33333333,110,19,72,3,24,72.09259259,2827.294815
73.5,70.2,134,107.4,100.2,115.2,38.1,110.6,40.63333333,115.4,62.5,12.46666667,90.6,109.9,18.1,69.7,4.1,24.3,72.05,2826.080593
75,67.4,133,105.8,101.4,111.4,37.2,116.2,44.93333333,111.8,65,11.93333333,90.86666667,109.8,17.2,67.4,5.2,24.6,72.00740741,2824.86637
76.5,64.6,132,104.2,102.6,107.6,36.3,121.8,49.23333333,108.2,67.5,11.4,91.13333333,109.7,16.3,65.1,6.3,24.9,71.96481481,2823.652148
78,61.8,131,102.6,103.8,103.8,35.4,127.4,53.53333333,104.6,70,10.86666667,91.4,109.6,15.4,62.8,7.4,25.2,71.92222222,2822.437926
79.5,59,130,101,105,100,34.5,133,57.83333333,101,72.5,10.33333333,91.66666667,109.5,14.5,60.5,8.5,25.5,71.87962963,2821.223704
81,56.2,129,99.4,106.2,96.2,33.6,138.6,62.13333333,97.4,75,9.8,91.93333333,109.4,13.6,58.2,9.6,25.8,71.83703704,2820.009481
82.5,53.4,128,97.8,107.4,92.4,32.7,144.2,66.43333333,93.8,77.5,9.266666667,92.2,109.3,12.7,55.9,10.7,26.1,71.79444444,2818.795259
84,50.6,127,96.2,108.6,88.6,31.8,149.8,70.73333333,90.2,80,8.733333333,92.46666667,109.2,11.8,53.6,11.8,26.4,71.75185185,2817.581037
85.5,47.8,126,94.6,109.8,84.8,30.9,155.4,75.03333333,86.6,82.5,8.2,92.73333333,109.1,10.9,51.3,12.9,26.7,71.70925926,2816.366815
87,45,125,93,111,81,30,161,79.33333333,83,85,7.666666667,93,109,10,49,14,27,71.66666667,2815.152593
87.3,45,119.1,92,112.3,77.4,29.23333333,160.1,76.13333333,79.2,80.7,7.2,93.8,104.9,11,46.6,12.9,24.9,69.98703704,2803.637926
87.6,45,113.2,91,113.6,73.8,28.46666667,159.2,72.93333333,75.4,76.4,6.733333333,94.6,100.8,12,44.2,11.8,22.8,68.30740741,2792.123259
87.9,45,107.3,90,114.9,70.2,27.7,158.3,69.73333333,71.6,72.1,6.266666667,95.4,96.7,13,41.8,10.7,20.7,66.62777778,2780.608593
88.2,45,101.4,89,116.2,66.6,26.93333333,157.4,66.53333333,67.8,67.8,5.8,96.2,92.6,14,39.4,9.6,18.6,64.94814815,2769.093926
88.5,45,95.5,88,117.5,63,26.16666667,156.5,63.33333333,64,63.5,5.333333333,97,88.5,15,37,8.5,16.5,63.26851852,2757.579259
88.8,45,89.6,87,118.8,59.4,25.4,155.6,60.13333333,60.2,59.2,4.866666667,97.8,84.4,16,34.6,7.4,14.4,61.58888889,2746.064593
89.1,45,83.7,86,120.1,55.8,24.63333333,154.7,56.93333333,56.4,54.9,4.4,98.6,80.3,17,32.2,6.3,12.3,59.90925926,2734.549926
89.4,45,77.8,85,121.4,52.2,23.86666667,153.8,53.73333333,52.6,50.6,3.933333333,99.4,76.2,18,29.8,5.2,10.2,58.22962963,2723.035259
89.7,45,71.9,84,122.7,48.6,23.1,152.9,50.53333333,48.8,46.3,3.466666667,100.2,72.1,19,27.4,4.1,8.1,56.55,2711.520593
90,45,66,83,124,45,22.33333333,152,47.33333333,45,42,3,101,68,20,25,3,6,54.87037037,2700.005926
88.9,46,63,77.4,117.2,45.9,25.9,146.9,45.4,43.1,39.63333333,3.333333333,98.4,69.5,20.3,25,3,8.1,53.72037037,2551.955852
87.8,47,60,71.8,110.4,46.8,29.46666667,141.8,43.46666667,41.2,37.26666667,3.666666667,95.8,71,20.6,25,3,10.2,52.57037037,2403.905778
86.7,48,57,66.2,103.6,47.7,33.03333333,136.7,41.53333333,39.3,34.9,4,93.2,72.5,20.9,25,3,12.3,51.42037037,2255.855704
85.6,49,54,60.6,96.8,48.6,36.6,131.6,39.6,37.4,32.53333333,4.333333333,90.6,74,21.2,25,3,14.4,50.27037037,2107.80563
84.5,50,51,55,90,49.5,40.16666667,126.5,37.66666667,35.5,30.16666667,4.666666667,88,75.5,21.5,25,3,16.5,49.12037037,1959.755556
83.4,51,48,49.4,83.2,50.4,43.73333333,121.4,35.73333333,33.6,27.8,5,85.4,77,21.8,25,3,18.6,47.97037037,1811.705481
82.3,52,45,43.8,76.4,51.3,47.3,116.3,33.8,31.7,25.43333333,5.333333333,82.8,78.5,22.1,25,3,20.7,46.82037037,1663.655407
81.2,53,42,38.2,69.6,52.2,50.86666667,111.2,31.86666667,29.8,23.06666667,5.666666667,80.2,80,22.4,25,3,22.8,45.67037037,1515.605333
80.1,54,39,32.6,62.8,53.1,54.43333333,106.1,29.93333333,27.9,20.7,6,77.6,81.5,22.7,25,3,24.9,44.52037037,1367.555259
79,55,36,27,56,54,58,101,28,26,18.33333333,6.333333333,75,83,23,25,3,27,43.37037037,1219.505185
78.4,57.6,36,32.3,59,52.2,59.73333333,98.9,26.8,29,18.4,6.7,74.4,83.8,23.2,25.6,3.8,26.6,44.02407407,1320.466963
77.8,60.2,36,37.6,62,50.4,61.46666667,96.8,25.6,32,18.46666667,7.066666667,73.8,84.6,23.4,26.2,4.6,26.2,44.67777778,1421.428741
77.2,62.8,36,42.9,65,48.6,63.2,94.7,24.4,35,18.53333333,7.433333333,73.2,85.4,23.6,26.8,5.4,25.8,45.33148148,1522.390519
76.6,65.4,36,48.2,68,46.8,64.93333333,92.6,23.2,38,18.6,7.8,72.6,86.2,23.8,27.4,6.2,25.4,45.98518519,1623.352296
76,68,36,53.5,71,45,66.66666667,90.5,22,41,18.66666667,8.166666667,72,87,24,28,7,25,46.63888889,1724.314074
75.4,70.6,36,58.8,74,43.2,68.4,88.4,20.8,44,18.73333333,8.533333333,71.4,87.8,24.2,28.6,7.8,24.6,47.29259259,1825.275852
74.8,73.2,36,64.1,77,41.4,70.13333333,86.3,19.6,47,18.8,8.9,70.8,88.6,24.4,29.2,8.6,24.2,47.9462963,1926.23763
74.2,75.8,36,69.4,80,39.6,71.86666667,84.2,18.4,50,18.86666667,9.266666667,70.2,89.4,24.6,29.8,9.4,23.8,48.6,2027.199407
73.6,78.4,36,74.7,83,37.8,73.6,82.1,17.2,53,18.93333333,9.633333333,69.6,90.2,24.8,30.4,10.2,23.4,49.2537037,2128.161185
73,81,36,80,86,36,75.33333333,80,16,56,19,10,69,91,25,31,11,23,49.90740741,2229.122963
71.9,79.7,40.2,81.4,86.6,35,75.5,82.6,16.6,54.9,19.4,9.633333333,68.5,88.8,24.7,33.3,11,22.3,50.11296296,2206.943407
70.8,78.4,44.4,82.8,87.2,34,75.66666667,85.2,17.2,53.8,19.8,9.266666667,68,86.6,24.4,35.6,11,21.6,50.31851852,2184.763852
69.7,77.1,48.6,84.2,87.8,33,75.83333333,87.8,17.8,52.7,20.2,8.9,67.5,84.4,24.1,37.9,11,20.9,50.52407407,2162.584296
68.6,75.8,52.8,85.6,88.4,32,76,90.4,18.4,51.6,20.6,8.533333333,67,82.2,23.8,40.2,11,20.2,50.72962963,2140.404741
67.5,74.5,57,87,89,31,76.16666667,93,19,50.5,21,8.166666667,66.5,80,23.5,42.5,11,19.5,50.93518519,2118.225185
66.4,73.2,61.2,88.4,89.6,30,76.33333333,95.6,19.6,49.4,21.4,7.8,66,77.8,23.2,44.8,11,18.8,51.14074074,2096.04563
65.3,71.9,65.4,89.8,90.2,29,76.5,98.2,20.2,48.3,21.8,7.433333333,65.5,75.6,22.9,47.1,11,18.1,51.3462963,2073.866074
64.2,70.6,69.6,91.2,90.8,28,76.66666667,100.8,20.8,47.2,22.2,7.066666667,65,73.4,22.6,49.4,11,17.4,51.55185185,2051.686519
63.1,69.3,73.8,92.6,91.4,27,76.83333333,103.4,21.4,46.1,22.6,6.7,64.5,71.2,22.3,51.7,11,16.7,51.75740741,2029.506963
62,68,78,94,92,26,77,106,22,45,23,6.333333333,64,69,22,54,11,16,51.96296296,2007.327407
63.5,69.2,85.8,87.8,88.9,27.7,74.5,101,22.3,44,22,6,62.53333333,67.2,21,52.1,10.6,16,51.22962963,1996.903407
65,70.4,93.6,81.6,85.8,29.4,72,96,22.6,43,21,5.666666667,61.06666667,65.4,20,50.2,10.2,16,50.4962963,1986.479407
66.5,71.6,101.4,75.4,82.7,31.1,69.5,91,22.9,42,20,5.333333333,59.6,63.6,19,48.3,9.8,16,49.76296296,1976.055407
68,72.8,109.2,69.2,79.6,32.8,67,86,23.2,41,19,5,58.13333333,61.8,18,46.4,9.4,16,49.02962963,1965.631407
69.5,74,117,63,76.5,34.5,64.5,81,23.5,40,18,4.666666667,56.66666667,60,17,44.5,9,16,48.2962963,1955.207407
71,75.2,124.8,56.8,73.4,36.2,62,76,23.8,39,17,4.333333333,55.2,58.2,16,42.6,8.6,16,47.56296296,1944.783407
72.5,76.4,132.6,50.6,70.3,37.9,59.5,71,24.1,38,16,4,53.73333333,56.4,15,40.7,8.2,16,46.82962963,1934.359407
74,77.6,140.4,44.4,67.2,39.6,57,66,24.4,37,15,3.666666667,52.26666667,54.6,14,38.8,7.8,16,46.0962963,1923.935407
75.5,78.8,148.2,38.2,64.1,41.3,54.5,61,24.7,36,14,3.333333333,50.8,52.8,13,36.9,7.4,16,45.36296296,1913.511407
77,80,156,32,61,43,52,56,25,35,13,3,49.33333333,51,12,35,7,16,44.62962963,1903.087407
78.1,77.3,158.2,31.6,65.6,42.7,51.9,57.4,27.3,34.4,13.2,3.333333333,47.7,48.9,13.6,36.1,7,15.7,45.00185185,2065.815407
79.2,74.6,160.4,31.2,70.2,42.4,51.8,58.8,29.6,33.8,13.4,3.666666667,46.06666667,46.8,15.2,37.2,7,15.4,45.37407407,2228.543407
80.3,71.9,162.6,30.8,74.8,42.1,51.7,60.2,31.9,33.2,13.6,4,44.43333333,44.7,16.8,38.3,7,15.1,45.7462963,2391.271407
81.4,69.2,164.8,30.4,79.4,41.8,51.6,61.6,34.2,32.6,13.8,4.333333333,42.8,42.6,18.4,39.4,7,14.8,46.11851852,2553.999407
82.5,66.5,167,30,84,41.5,51.5,63,36.5,32,14,4.666666667,41.16666667,40.5,20,40.5,7,14.5,46.49074074,2716.727407
83.6,63.8,169.2,29.6,88.6,41.2,51.4,64.4,38.8,31.4,14.2,5,39.53333333,38.4,21.6,41.6,7,14.2,46.86296296,2879.455407
84.7,61.1,171.4,29.2,93.2,40.9,51.3,65.8,41.1,30.8,14.4,5.333333333,37.9,36.3,23.2,42.7,7,13.9,47.23518519,3042.183407
85.8,58.4,173.6,28.8,97.8,40.6,51.2,67.2,43.4,30.2,14.6,5.666666667,36.26666667,34.2,24.8,43.8,7,13.6,47.60740741,3204.911407
86.9,55.7,175.8,28.4,102.4,40.3,51.1,68.6,45.7,29.6,14.8,6,34.63333333,32.1,26.4,44.9,7,13.3,47.97962963,3367.639407
88,53,178,28,107,40,51,70,48,29,15,6.333333333,33,30,28,46,7,13,48.35185185,3530.367407
83.7,52.3,169.3,28.5,106.3,41.8,52.5,70.3,49.1,34.2,14.7,6.7,30.9,37.6,30.5,42.6,6.3,12.3,48.31111111,3512.186667
79.4,51.6,160.6,29,105.6,43.6,54,70.6,50.2,39.4,14.4,7.066666667,28.8,45.2,33,39.2,5.6,11.6,48.27037037,3494.005926
75.1,50.9,151.9,29.5,104.9,45.4,55.5,70.9,51.3,44.6,14.1,7.433333333,26.7,52.8,35.5,35.8,4.9,10.9,48.22962963,3475.825185
70.8,50.2,143.2,30,104.2,47.2,57,71.2,52.4,49.8,13.8,7.8,24.6,60.4,38,32.4,4.2,10.2,48.18888889,3457.644444
66.5,49.5,134.5,30.5,103.5,49,58.5,71.5,53.5,55,13.5,8.166666667,22.5,68,40.5,29,3.5,9.5,48.14814815,3439.463704
62.2,48.8,125.8,31,102.8,50.8,60,71.8,54.6,60.2,13.2,8.533333333,20.4,75.6,43,25.6,2.8,8.8,48.10740741,3421.282963
57.9,48.1,117.1,31.5,102.1,52.6,61.5,72.1,55.7,65.4,12.9,8.9,18.3,83.2,45.5,22.2,2.1,8.1,48.06666667,3403.102222
53.6,47.4,108.4,32,101.4,54.4,63,72.4,56.8,70.6,12.6,9.266666667,16.2,90.8,48,18.8,1.4,7.4,48.02592593,3384.921481
49.3,46.7,99.7,32.5,100.7,56.2,64.5,72.7,57.9,75.8,12.3,9.633333333,14.1,98.4,50.5,15.4,0.7,6.7,47.98518519,3366.740741
45,46,91,33,100,58,66,73,59,81,12,10,12,106,53,12,0,6,47.94444444,3348.56
49.9,45.8,87.2,36.5,94,59.8,65.23333333,72.6,59.43333333,80.13333333,12.13333333,10.83333333,12.3,102,49.3,14.3,0.3,5.7,47.63703704,3186.049778
54.8,45.6,83.4,40,88,61.6,64.46666667,72.2,59.86666667,79.26666667,12.26666667,11.66666667,12.6,98,45.6,16.6,0.6,5.4,47.32962963,3023.539556
59.7,45.4,79.6,43.5,82,63.4,63.7,71.8,60.3,78.4,12.4,12.5,12.9,94,41.9,18.9,0.9,5.1,47.02222222,2861.029333
64.6,45.2,75.8,47,76,65.2,62.93333333,71.4,60.73333333,77.53333333,12.53333333,13.33333333,13.2,90,38.2,21.2,1.2,4.8,46.71481481,2698.519111
69.5,45,72,50.5,70,67,62.16666667,71,61.16666667,76.66666667,12.66666667,14.16666667,13.5,86,34.5,23.5,1.5,4.5,46.40740741,2536.008889
74.4,44.8,68.2,54,64,68.8,61.4,70.6,61.6,75.8,12.8,15,13.8,82,30.8,25.8,1.8,4.2,46.1,2373.498667
79.3,44.6,64.4,57.5,58,70.6,60.63333333,70.2,62.03333333,74.93333333,12.93333333,15.83333333,14.1,78,27.1,28.1,2.1,3.9,45.79259259,2210.988444
84.2,44.4,60.6,61,52,72.4,59.86666667,69.8,62.46666667,74.06666667,13.06666667,16.66666667,14.4,74,23.4,30.4,2.4,3.6,45.48518519,2048.478222
89.1,44.2,56.8,64.5,46,74.2,59.1,69.4,62.9,73.2,13.2,17.5,14.7,70,19.7,32.7,2.7,3.3,45.17777778,1885.968
94,44,53,68,40,76,58.33333333,69,63.33333333,72.33333333,13.33333333,18.33333333,15,66,16,35,3,3,44.87037037,1723.457778
92.5,43.3,52.8,70.5,40.9,75.2,58.93333333,68.53333333,60.43333333,67.2,13.33333333,19.2,16.93333333,65.1,14.7,34.4,3.3,3.9,44.50925926,1671.864
91,42.6,52.6,73,41.8,74.4,59.53333333,68.06666667,57.53333333,62.06666667,13.33333333,20.06666667,18.86666667,64.2,13.4,33.8,3.6,4.8,44.14814815,1620.270222
89.5,41.9,52.4,75.5,42.7,73.6,60.13333333,67.6,54.63333333,56.93333333,13.33333333,20.93333333,20.8,63.3,12.1,33.2,3.9,5.7,43.78703704,1568.676444
88,41.2,52.2,78,43.6,72.8,60.73333333,67.13333333,51.73333333,51.8,13.33333333,21.8,22.73333333,62.4,10.8,32.6,4.2,6.6,43.42592593,1517.082667
86.5,40.5,52,80.5,44.5,72,61.33333333,66.66666667,48.83333333,46.66666667,13.33333333,22.66666667,24.66666667,61.5,9.5,32,4.5,7.5,43.06481482,1465.488889
85,39.8,51.8,83,45.4,71.2,61.93333333,66.2,45.93333333,41.53333333,13.33333333,23.53333333,26.6,60.6,8.2,31.4,4.8,8.4,42.7037037,1413.895111
83.5,39.1,51.6,85.5,46.3,70.4,62.53333333,65.73333333,43.03333333,36.4,13.33333333,24.4,28.53333333,59.7,6.9,30.8,5.1,9.3,42.34259259,1362.301333
82,38.4,51.4,88,47.2,69.6,63.13333333,65.26666667,40.13333333,31.26666667,13.33333333,25.26666667,30.46666667,58.8,5.6,30.2,5.4,10.2,41.98148148,1310.707556
80.5,37.7,51.2,90.5,48.1,68.8,63.73333333,64.8,37.23333333,26.13333333,13.33333333,26.13333333,32.4,57.9,4.3,29.6,5.7,11.1,41.62037037,1259.113778
79,37,51,93,49,68,64.33333333,64.33333333,34.33333333,21,13.33333333,27,34.33333333,57,3,29,6,12,41.25925926,1207.52
81.7,36.4,51,88.1,49.5,67.2,64.5,62.7,33.03333333,23.9,15.1,26.33333333,34.93333333,54.7,2.7,26.7,5.4,12.4,40.90555556,1216.497481
84.4,35.8,51,83.2,50,66.4,64.66666667,61.06666667,31.73333333,26.8,16.86666667,25.66666667,35.53333333,52.4,2.4,24.4,4.8,12.8,40.55185185,1225.474963
87.1,35.2,51,78.3,50.5,65.6,64.83333333,59.43333333,30.43333333,29.7,18.63333333,25,36.13333333,50.1,2.1,22.1,4.2,13.2,40.19814815,1234.452444
89.8,34.6,51,73.4,51,64.8,65,57.8,29.13333333,32.6,20.4,24.33333333,36.73333333,47.8,1.8,19.8,3.6,13.6,39.84444444,1243.429926
92.5,34,51,68.5,51.5,64,65.16666667,56.16666667,27.83333333,35.5,22.16666667,23.66666667,37.33333333,45.5,1.5,17.5,3,14,39.49074074,1252.407407
95.2,33.4,51,63.6,52,63.2,65.33333333,54.53333333,26.53333333,38.4,23.93333333,23,37.93333333,43.2,1.2,15.2,2.4,14.4,39.13703704,1261.384889
97.9,32.8,51,58.7,52.5,62.4,65.5,52.9,25.23333333,41.3,25.7,22.33333333,38.53333333,40.9,0.9,12.9,1.8,14.8,38.78333333,1270.36237
100.6,32.2,51,53.8,53,61.6,65.66666667,51.26666667,23.93333333,44.2,27.46666667,21.66666667,39.13333333,38.6,0.6,10.6,1.2,15.2,38.42962963,1279.339852
103.3,31.6,51,48.9,53.5,60.8,65.83333333,49.63333333,22.63333333,47.1,29.23333333,21,39.73333333,36.3,0.3,8.3,0.6,15.6,38.07592593,1288.317333
106,31,51,44,54,60,66,48,21.33333333,50,31,20.33333333,40.33333333,34,0,6,0,16,37.72222222,1297.294815
110.3,38.7,53.3,46.4,55.7,57.2,67,45.1,21.7,48.2,33.4,19.7,39.73333333,37.1,0,8.3,0,16.1,38.77407407,1516.824296
114.6,46.4,55.6,48.8,57.4,54.4,68,42.2,22.06666667,46.4,35.8,19.06666667,39.13333333,40.2,0,10.6,0,16.2,39.82592593,1736.353778
118.9,54.1,57.9,51.2,59.1,51.6,69,39.3,22.43333333,44.6,38.2,18.43333333,38.53333333,43.3,0,12.9,0,16.3,40.87777778,1955.883259
123.2,61.8,60.2,53.6,60.8,48.8,70,36.4,22.8,42.8,40.6,17.8,37.93333333,46.4,0,15.2,0,16.4,41.92962963,2175.412741
127.5,69.5,62.5,56,62.5,46,71,33.5,23.16666667,41,43,17.16666667,37.33333333,49.5,0,17.5,0,16.5,42.98148148,2394.942222
131.8,77.2,64.8,58.4,64.2,43.2,72,30.6,23.53333333,39.2,45.4,16.53333333,36.73333333,52.6,0,19.8,0,16.6,44.03333333,2614.471704
136.1,84.9,67.1,60.8,65.9,40.4,73,27.7,23.9,37.4,47.8,15.9,36.13333333,55.7,0,22.1,0,16.7,45.08518519,2834.001185
140.4,92.6,69.4,63.2,67.6,37.6,74,24.8,24.26666667,35.6,50.2,15.26666667,35.53333333,58.8,0,24.4,0,16.8,46.13703704,3053.530667
144.7,100.3,71.7,65.6,69.3,34.8,75,21.9,24.63333333,33.8,52.6,14.63333333,34.93333333,61.9,0,26.7,0,16.9,47.18888889,3273.060148
149,108,74,68,71,32,76,19,25,32,55,14,34.33333333,65,0,29,0,17,48.24074074,3492.58963
146.1,111,73,65.2,76.9,30.1,74.5,21.7,24.1,31.6,52.8,13.6,35.1,64.4,1.7,28.4,2.6,15.3,48.22777778,3513.930667
143.2,114,72,62.4,82.8,28.2,73,24.4,23.2,31.2,50.6,13.2,35.86666667,63.8,3.4,27.8,5.2,13.6,48.21481482,3535.271704
140.3,117,71,59.6,88.7,26.3,71.5,27.1,22.3,30.8,48.4,12.8,36.63333333,63.2,5.1,27.2,7.8,11.9,48.20185185,3556.612741
137.4,120,70,56.8,94.6,24.4,70,29.8,21.4,30.4,46.2,12.4,37.4,62.6,6.8,26.6,10.4,10.2,48.18888889,3577.953778
134.5,123,69,54,100.5,22.5,68.5,32.5,20.5,30,44,12,38.16666667,62,8.5,26,13,8.5,48.17592593,3599.294815
131.6,126,68,51.2,106.4,20.6,67,35.2,19.6,29.6,41.8,11.6,38.93333333,61.4,10.2,25.4,15.6,6.8,48.16296296,3620.635852
