S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 3,Zone 2,Zone 4,
48.2,45.4,18.4,12.8,34.8,85,37.8,46.8,18.6,30.33333333,43.6,34.93333333,46,86.2,37,27.2,17,65.6,40.87037037,1531.957926,54.25333333,35.85714286,33.3,36.7,
45.9,48.8,16.8,12.1,36.1,85.5,36.6,45.1,16.2,27,45.53333333,40.03333333,43,88.4,35.5,24.9,17,64.2,40.48148148,1589.407704,55.40666667,35.33333333,31.35,35.4,
43.6,52.2,15.2,11.4,37.4,86,35.4,43.4,13.8,23.66666667,47.46666667,45.13333333,40,90.6,34,22.6,17,62.8,40.09259259,1646.857481,56.56,34.80952381,29.4,34.1,
41.3,55.6,13.6,10.7,38.7,86.5,34.2,41.7,11.4,20.33333333,49.4,50.23333333,37,92.8,32.5,20.3,17,61.4,39.7037037,1704.307259,57.71333333,34.28571429,27.45,32.8,
39,59,12,10,40,87,33,40,9,17,51.33333333,55.33333333,34,95,31,18,17,60,39.31481481,1761.757037,58.86666667,33.76190476,25.5,31.5,
38.4,61.7,15.4,11.9,38.5,80.1,31.33333333,38.93333333,9.166666667,19.2,49.13333333,62.13333333,33.1,93.9,35.3,17.7,17.7,55.3,39.38333333,1866.213037,58.76666667,33.60952381,26.9,31.5,
37.8,64.4,18.8,13.8,37,73.2,29.66666667,37.86666667,9.333333333,21.4,46.93333333,68.93333333,32.2,92.8,39.6,17.4,18.4,50.6,39.45185185,1970.669037,58.66666667,33.45714286,28.3,31.5,
37.2,67.1,22.2,15.7,35.5,66.3,28,36.8,9.5,23.6,44.73333333,75.73333333,31.3,91.7,43.9,17.1,19.1,45.9,39.52037037,2075.125037,58.56666667,33.3047619,29.7,31.5,
36.6,69.8,25.6,17.6,34,59.4,26.33333333,35.73333333,9.666666667,25.8,42.53333333,82.53333333,30.4,90.6,48.2,16.8,19.8,41.2,39.58888889,2179.581037,58.46666667,33.15238095,31.1,31.5,
36,72.5,29,19.5,32.5,52.5,24.66666667,34.66666667,9.833333333,28,40.33333333,89.33333333,29.5,89.5,52.5,16.5,20.5,36.5,39.65740741,2284.037037,58.36666667,33,32.5,31.5,
35.4,75.2,32.4,21.4,31,45.6,23,33.6,10,30.2,38.13333333,96.13333333,28.6,88.4,56.8,16.2,21.2,31.8,39.72592593,2388.493037,58.26666667,32.84761905,33.9,31.5,
34.8,77.9,35.8,23.3,29.5,38.7,21.33333333,32.53333333,10.16666667,32.4,35.93333333,102.9333333,27.7,87.3,61.1,15.9,21.9,27.1,39.79444444,2492.949037,58.16666667,32.6952381,35.3,31.5,
34.2,80.6,39.2,25.2,28,31.8,19.66666667,31.46666667,10.33333333,34.6,33.73333333,109.7333333,26.8,86.2,65.4,15.6,22.6,22.4,39.86296296,2597.405037,58.06666667,32.54285714,36.7,31.5,
33.6,83.3,42.6,27.1,26.5,24.9,18,30.4,10.5,36.8,31.53333333,116.5333333,25.9,85.1,69.7,15.3,23.3,17.7,39.93148148,2701.861037,57.96666667,32.39047619,38.1,31.5,
33,86,46,29,25,18,16.33333333,29.33333333,10.66666667,39,29.33333333,123.3333333,25,84,74,15,24,13,40,2806.317037,57.86666667,32.23809524,39.5,31.5,
34.8,80.9,44.3,31.8,24.9,19,17.1,27.5,10.8,38,27.7,121.5666667,26.03333333,82.7,73.7,15,24.5,13.6,39.66111111,2684.63437,57.23333333,31.69047619,39.55,31.7,
36.6,75.8,42.6,34.6,24.8,20,17.86666667,25.66666667,10.93333333,37,26.06666667,119.8,27.06666667,81.4,73.4,15,25,14.2,39.32222222,2562.951704,56.6,31.14285714,39.6,31.9,
38.4,70.7,40.9,37.4,24.7,21,18.63333333,23.83333333,11.06666667,36,24.43333333,118.0333333,28.1,80.1,73.1,15,25.5,14.8,38.98333333,2441.269037,55.96666667,30.5952381,39.65,32.1,
40.2,65.6,39.2,40.2,24.6,22,19.4,22,11.2,35,22.8,116.2666667,29.13333333,78.8,72.8,15,26,15.4,38.64444445,2319.58637,55.33333333,30.04761905,39.7,32.3,
42,60.5,37.5,43,24.5,23,20.16666667,20.16666667,11.33333333,34,21.16666667,114.5,30.16666667,77.5,72.5,15,26.5,16,38.30555556,2197.903704,54.7,29.5,39.75,32.5,
43.8,55.4,35.8,45.8,24.4,24,20.93333333,18.33333333,11.46666667,33,19.53333333,112.7333333,31.2,76.2,72.2,15,27,16.6,37.96666666,2076.221037,54.06666667,28.95238095,39.8,32.7,
45.6,50.3,34.1,48.6,24.3,25,21.7,16.5,11.6,32,17.9,110.9666667,32.23333333,74.9,71.9,15,27.5,17.2,37.62777778,1954.53837,53.43333333,28.4047619,39.85,32.9,
47.4,45.2,32.4,51.4,24.2,26,22.46666667,14.66666667,11.73333333,31,16.26666667,109.2,33.26666667,73.6,71.6,15,28,17.8,37.28888889,1832.855704,52.8,27.85714286,39.9,33.1,
49.2,40.1,30.7,54.2,24.1,27,23.23333333,12.83333333,11.86666667,30,14.63333333,107.4333333,34.3,72.3,71.3,15,28.5,18.4,36.95,1711.173037,52.16666667,27.30952381,39.95,33.3,
51,35,29,57,24,28,24,11,12,29,13,105.6666667,35.33333333,71,71,15,29,19,36.61111111,1589.49037,51.53333333,26.76190476,40,33.5,
49.6,36.4,28,53.8,23.4,34.4,24.9,11.5,11.4,27,12.6,100.1,34.4,70,76.6,15.1,28.9,19,36.50555556,1670.818667,50.98,26.42857143,38.8,34.9,
48.2,37.8,27,50.6,22.8,40.8,25.8,12,10.8,25,12.2,94.53333333,33.46666667,69,82.2,15.2,28.8,19,36.4,1752.146963,50.42666667,26.0952381,37.6,36.3,
46.8,39.2,26,47.4,22.2,47.2,26.7,12.5,10.2,23,11.8,88.96666667,32.53333333,68,87.8,15.3,28.7,19,36.29444444,1833.475259,49.87333333,25.76190476,36.4,37.7,
45.4,40.6,25,44.2,21.6,53.6,27.6,13,9.6,21,11.4,83.4,31.6,67,93.4,15.4,28.6,19,36.18888889,1914.803556,49.32,25.42857143,35.2,39.1,
44,42,24,41,21,60,28.5,13.5,9,19,11,77.83333333,30.66666667,66,99,15.5,28.5,19,36.08333333,1996.131852,48.76666667,25.0952381,34,40.5,
42.6,43.4,23,37.8,20.4,66.4,29.4,14,8.4,17,10.6,72.26666667,29.73333333,65,104.6,15.6,28.4,19,35.97777778,2077.460148,48.21333333,24.76190476,32.8,41.9,
41.2,44.8,22,34.6,19.8,72.8,30.3,14.5,7.8,15,10.2,66.7,28.8,64,110.2,15.7,28.3,19,35.87222222,2158.788444,47.66,24.42857143,31.6,43.3,
39.8,46.2,21,31.4,19.2,79.2,31.2,15,7.2,13,9.8,61.13333333,27.86666667,63,115.8,15.8,28.2,19,35.76666667,2240.116741,47.10666667,24.0952381,30.4,44.7,
38.4,47.6,20,28.2,18.6,85.6,32.1,15.5,6.6,11,9.4,55.56666667,26.93333333,62,121.4,15.9,28.1,19,35.66111111,2321.445037,46.55333333,23.76190476,29.2,46.1,
37,49,19,25,18,92,33,16,6,9,9,50,26,61,127,16,28,19,35.55555556,2402.773333,46,23.42857143,28,47.5,
36.2,45.4,18.6,24.8,19.2,88.4,31.2,17,6.3,9,12.1,46.96666667,24.6,58.8,121,16.9,27.8,18.3,34.58703704,2235.497481,44.47333333,23.05714286,27.4,46,
35.4,41.8,18.2,24.6,20.4,84.8,29.4,18,6.6,9,15.2,43.93333333,23.2,56.6,115,17.8,27.6,17.6,33.61851852,2068.22163,42.94666667,22.68571429,26.8,44.5,
34.6,38.2,17.8,24.4,21.6,81.2,27.6,19,6.9,9,18.3,40.9,21.8,54.4,109,18.7,27.4,16.9,32.65,1900.945778,41.42,22.31428571,26.2,43,
33.8,34.6,17.4,24.2,22.8,77.6,25.8,20,7.2,9,21.4,37.86666667,20.4,52.2,103,19.6,27.2,16.2,31.68148148,1733.669926,39.89333333,21.94285714,25.6,41.5,
33,31,17,24,24,74,24,21,7.5,9,24.5,34.83333333,19,50,97,20.5,27,15.5,30.71296296,1566.394074,38.36666667,21.57142857,25,40,
32.2,27.4,16.6,23.8,25.2,70.4,22.2,22,7.8,9,27.6,31.8,17.6,47.8,91,21.4,26.8,14.8,29.74444444,1399.118222,36.84,21.2,24.4,38.5,
31.4,23.8,16.2,23.6,26.4,66.8,20.4,23,8.1,9,30.7,28.76666667,16.2,45.6,85,22.3,26.6,14.1,28.77592593,1231.84237,35.31333333,20.82857143,23.8,37,
30.6,20.2,15.8,23.4,27.6,63.2,18.6,24,8.4,9,33.8,25.73333333,14.8,43.4,79,23.2,26.4,13.4,27.80740741,1064.566519,33.78666667,20.45714286,23.2,35.5,
29.8,16.6,15.4,23.2,28.8,59.6,16.8,25,8.7,9,36.9,22.7,13.4,41.2,73,24.1,26.2,12.7,26.83888889,897.2906667,32.26,20.08571429,22.6,34,
29,13,15,23,30,56,15,26,9,9,40,19.66666667,12,39,67,25,26,12,25.87037037,730.0148148,30.73333333,19.71428571,22,32.5,
30.5,12.3,14.4,23.3,29.4,50.4,15,24.4,10.1,9,39.3,20.73333333,11.4,40.2,65.2,25.6,28.6,12,25.65740741,732.9416296,29.94666667,19.4,22.45,32.85,
32,11.6,13.8,23.6,28.8,44.8,15,22.8,11.2,9,38.6,21.8,10.8,41.4,63.4,26.2,31.2,12,25.44444444,735.8684444,29.16,19.08571429,22.9,33.2,
33.5,10.9,13.2,23.9,28.2,39.2,15,21.2,12.3,9,37.9,22.86666667,10.2,42.6,61.6,26.8,33.8,12,25.23148148,738.7952593,28.37333333,18.77142857,23.35,33.55,
35,10.2,12.6,24.2,27.6,33.6,15,19.6,13.4,9,37.2,23.93333333,9.6,43.8,59.8,27.4,36.4,12,25.01851852,741.7220741,27.58666667,18.45714286,23.8,33.9,
36.5,9.5,12,24.5,27,28,15,18,14.5,9,36.5,25,9,45,58,28,39,12,24.80555556,744.6488889,26.8,18.14285714,24.25,34.25,
38,8.8,11.4,24.8,26.4,22.4,15,16.4,15.6,9,35.8,26.06666667,8.4,46.2,56.2,28.6,41.6,12,24.59259259,747.5757037,26.01333333,17.82857143,24.7,34.6,
39.5,8.1,10.8,25.1,25.8,16.8,15,14.8,16.7,9,35.1,27.13333333,7.8,47.4,54.4,29.2,44.2,12,24.37962963,750.5025185,25.22666667,17.51428571,25.15,34.95,
41,7.4,10.2,25.4,25.2,11.2,15,13.2,17.8,9,34.4,28.2,7.2,48.6,52.6,29.8,46.8,12,24.16666667,753.4293333,24.44,17.2,25.6,35.3,
42.5,6.7,9.6,25.7,24.6,5.6,15,11.6,18.9,9,33.7,29.26666667,6.6,49.8,50.8,30.4,49.4,12,23.9537037,756.3561481,23.65333333,16.88571429,26.05,35.65,
44,6,9,26,24,0,15,10,20,9,33,30.33333333,6,51,49,31,52,12,23.74074074,759.282963,22.86666667,16.57142857,26.5,36,
48,7.2,8.7,26.3,22.5,0,14.63333333,10,19.5,9.6,33.76666667,32.2,6.6,51,44.7,34.4,49.3,12,23.91111111,847.085037,23.06,16.85714286,28.35,35.1,
52,8.4,8.4,26.6,21,0,14.26666667,10,19,10.2,34.53333333,34.06666667,7.2,51,40.4,37.8,46.6,12,24.08148148,934.8871111,23.25333333,17.14285714,30.2,34.2,
56,9.6,8.1,26.9,19.5,0,13.9,10,18.5,10.8,35.3,35.93333333,7.8,51,36.1,41.2,43.9,12,24.25185185,1022.689185,23.44666667,17.42857143,32.05,33.3,
60,10.8,7.8,27.2,18,0,13.53333333,10,18,11.4,36.06666667,37.8,8.4,51,31.8,44.6,41.2,12,24.42222222,1110.491259,23.64,17.71428571,33.9,32.4,
64,12,7.5,27.5,16.5,0,13.16666667,10,17.5,12,36.83333333,39.66666667,9,51,27.5,48,38.5,12,24.59259259,1198.293333,23.83333333,18,35.75,31.5,
68,13.2,7.2,27.8,15,0,12.8,10,17,12.6,37.6,41.53333333,9.6,51,23.2,51.4,35.8,12,24.76296296,1286.095407,24.02666667,18.28571429,37.6,30.6,
72,14.4,6.9,28.1,13.5,0,12.43333333,10,16.5,13.2,38.36666667,43.4,10.2,51,18.9,54.8,33.1,12,24.93333333,1373.897481,24.22,18.57142857,39.45,29.7,
76,15.6,6.6,28.4,12,0,12.06666667,10,16,13.8,39.13333333,45.26666667,10.8,51,14.6,58.2,30.4,12,25.1037037,1461.699556,24.41333333,18.85714286,41.3,28.8,
80,16.8,6.3,28.7,10.5,0,11.7,10,15.5,14.4,39.9,47.13333333,11.4,51,10.3,61.6,27.7,12,25.27407407,1549.50163,24.60666667,19.14285714,43.15,27.9,
84,18,6,29,9,0,11.33333333,10,15,15,40.66666667,49,12,51,6,65,25,12,25.44444444,1637.303704,24.8,19.42857143,45,27,
84.7,22.6,6.6,26.1,9.9,0.6,10.7,10.3,14.53333333,14.6,38.73333333,46.73333333,12.3,49.8,7.9,66.7,22.8,12.3,25.43888889,1628.111704,24.32666667,19.32380952,45.65,27.425,
85.4,27.2,7.2,23.2,10.8,1.2,10.06666667,10.6,14.06666667,14.2,36.8,44.46666667,12.6,48.6,9.8,68.4,20.6,12.6,25.43333333,1618.919704,23.85333333,19.21904762,46.3,27.85,
86.1,31.8,7.8,20.3,11.7,1.8,9.433333333,10.9,13.6,13.8,34.86666667,42.2,12.9,47.4,11.7,70.1,18.4,12.9,25.42777778,1609.727704,23.38,19.11428571,46.95,28.275,
86.8,36.4,8.4,17.4,12.6,2.4,8.8,11.2,13.13333333,13.4,32.93333333,39.93333333,13.2,46.2,13.6,71.8,16.2,13.2,25.42222222,1600.535704,22.90666667,19.00952381,47.6,28.7,
87.5,41,9,14.5,13.5,3,8.166666667,11.5,12.66666667,13,31,37.66666667,13.5,45,15.5,73.5,14,13.5,25.41666667,1591.343704,22.43333333,18.9047619,48.25,29.125,
88.2,45.6,9.6,11.6,14.4,3.6,7.533333333,11.8,12.2,12.6,29.06666667,35.4,13.8,43.8,17.4,75.2,11.8,13.8,25.41111111,1582.151704,21.96,18.8,48.9,29.55,
88.9,50.2,10.2,8.7,15.3,4.2,6.9,12.1,11.73333333,12.2,27.13333333,33.13333333,14.1,42.6,19.3,76.9,9.6,14.1,25.40555556,1572.959704,21.48666667,18.6952381,49.55,29.975,
89.6,54.8,10.8,5.8,16.2,4.8,6.266666667,12.4,11.26666667,11.8,25.2,30.86666667,14.4,41.4,21.2,78.6,7.4,14.4,25.4,1563.767704,21.01333333,18.59047619,50.2,30.4,
90.3,59.4,11.4,2.9,17.1,5.4,5.633333333,12.7,10.8,11.4,23.26666667,28.6,14.7,40.2,23.1,80.3,5.2,14.7,25.39444444,1554.575704,20.54,18.48571429,50.85,30.825,
91,64,12,0,18,6,5,13,10.33333333,11,21.33333333,26.33333333,15,39,25,82,3,15,25.38888889,1545.383704,20.06666667,18.38095238,51.5,31.25,
86,64.1,11.4,1.3,25.9,8.7,6,12.33333333,9.733333333,10.9,20.2,24.43333333,14.53333333,39.4,25.9,75.3,3.7,17.6,25.41296296,1564.861926,21.86666667,18.31428571,48.7,30.625,
81,64.2,10.8,2.6,33.8,11.4,7,11.66666667,9.133333333,10.8,19.06666667,22.53333333,14.06666667,39.8,26.8,68.6,4.4,20.2,25.43703704,1584.340148,23.66666667,18.24761905,45.9,30,
76,64.3,10.2,3.9,41.7,14.1,8,11,8.533333333,10.7,17.93333333,20.63333333,13.6,40.2,27.7,61.9,5.1,22.8,25.46111111,1603.81837,25.46666667,18.18095238,43.1,29.375,
71,64.4,9.6,5.2,49.6,16.8,9,10.33333333,7.933333333,10.6,16.8,18.73333333,13.13333333,40.6,28.6,55.2,5.8,25.4,25.48518518,1623.296593,27.26666667,18.11428571,40.3,28.75,
66,64.5,9,6.5,57.5,19.5,10,9.666666667,7.333333333,10.5,15.66666667,16.83333333,12.66666667,41,29.5,48.5,6.5,28,25.50925926,1642.774815,29.06666667,18.04761905,37.5,28.125,
61,64.6,8.4,7.8,65.4,22.2,11,9,6.733333333,10.4,14.53333333,14.93333333,12.2,41.4,30.4,41.8,7.2,30.6,25.53333333,1662.253037,30.86666667,17.98095238,34.7,27.5,
56,64.7,7.8,9.1,73.3,24.9,12,8.333333333,6.133333333,10.3,13.4,13.03333333,11.73333333,41.8,31.3,35.1,7.9,33.2,25.55740741,1681.731259,32.66666667,17.91428571,31.9,26.875,
51,64.8,7.2,10.4,81.2,27.6,13,7.666666667,5.533333333,10.2,12.26666667,11.13333333,11.26666667,42.2,32.2,28.4,8.6,35.8,25.58148148,1701.209481,34.46666667,17.84761905,29.1,26.25,
46,64.9,6.6,11.7,89.1,30.3,14,7,4.933333333,10.1,11.13333333,9.233333333,10.8,42.6,33.1,21.7,9.3,38.4,25.60555556,1720.687704,36.26666667,17.78095238,26.3,25.625,
41,65,6,13,97,33,15,6.333333333,4.333333333,10,10,7.333333333,10.33333333,43,34,15,10,41,25.62962963,1740.165926,38.06666667,17.71428571,23.5,25,
38.2,60.7,6,14.7,93.8,35.7,14.1,5.7,4.2,9.7,10.3,7.333333333,9.433333333,41,32.1,19.1,13,40,25.28148148,1625.025185,37.50666667,17.01904762,22.1,26.05,
35.4,56.4,6,16.4,90.6,38.4,13.2,5.066666667,4.066666667,9.4,10.6,7.333333333,8.533333333,39,30.2,23.2,16,39,24.93333333,1509.884444,36.94666667,16.32380952,20.7,27.1,
32.6,52.1,6,18.1,87.4,41.1,12.3,4.433333333,3.933333333,9.1,10.9,7.333333333,7.633333333,37,28.3,27.3,19,38,24.58518519,1394.743704,36.38666667,15.62857143,19.3,28.15,
29.8,47.8,6,19.8,84.2,43.8,11.4,3.8,3.8,8.8,11.2,7.333333333,6.733333333,35,26.4,31.4,22,37,24.23703704,1279.602963,35.82666667,14.93333333,17.9,29.2,
27,43.5,6,21.5,81,46.5,10.5,3.166666667,3.666666667,8.5,11.5,7.333333333,5.833333333,33,24.5,35.5,25,36,23.88888889,1164.462222,35.26666667,14.23809524,16.5,30.25,
24.2,39.2,6,23.2,77.8,49.2,9.6,2.533333333,3.533333333,8.2,11.8,7.333333333,4.933333333,31,22.6,39.6,28,35,23.54074074,1049.321481,34.70666667,13.54285714,15.1,31.3,
21.4,34.9,6,24.9,74.6,51.9,8.7,1.9,3.4,7.9,12.1,7.333333333,4.033333333,29,20.7,43.7,31,34,23.19259259,934.1807407,34.14666667,12.84761905,13.7,32.35,
18.6,30.6,6,26.6,71.4,54.6,7.8,1.266666667,3.266666667,7.6,12.4,7.333333333,3.133333333,27,18.8,47.8,34,33,22.84444444,819.04,33.58666667,12.15238095,12.3,33.4,
15.8,26.3,6,28.3,68.2,57.3,6.9,0.633333333,3.133333333,7.3,12.7,7.333333333,2.233333333,25,16.9,51.9,37,32,22.4962963,703.8992593,33.02666667,11.45714286,10.9,34.45,
13,22,6,30,65,60,6,0,3,7,13,7.333333333,1.333333333,23,15,56,40,31,22.14814815,588.7585185,32.46666667,10.76190476,9.5,35.5,
12.4,20.7,5.7,29.7,62.1,59.4,5.7,0.7,3.333333333,6.6,14,7.9,2.1,24.5,15.7,57.3,38.8,32,22.1462963,593.6047407,32.1,10.89047619,9.05,35.95,
11.8,19.4,5.4,29.4,59.2,58.8,5.4,1.4,3.666666667,6.2,15,8.466666667,2.866666667,26,16.4,58.6,37.6,33,22.14444444,598.450963,31.73333333,11.01904762,8.6,36.4,
11.2,18.1,5.1,29.1,56.3,58.2,5.1,2.1,4,5.8,16,9.033333333,3.633333333,27.5,17.1,59.9,36.4,34,22.14259259,603.2971852,31.36666667,11.14761905,8.15,36.85,
10.6,16.8,4.8,28.8,53.4,57.6,4.8,2.8,4.333333333,5.4,17,9.6,4.4,29,17.8,61.2,35.2,35,22.14074074,608.1434074,31,11.27619048,7.7,37.3,
10,15.5,4.5,28.5,50.5,57,4.5,3.5,4.666666667,5,18,10.16666667,5.166666667,30.5,18.5,62.5,34,36,22.13888889,612.9896296,30.63333333,11.4047619,7.25,37.75,
9.4,14.2,4.2,28.2,47.6,56.4,4.2,4.2,5,4.6,19,10.73333333,5.933333333,32,19.2,63.8,32.8,37,22.13703704,617.8358519,30.26666667,11.53333333,6.8,38.2,
8.8,12.9,3.9,27.9,44.7,55.8,3.9,4.9,5.333333333,4.2,20,11.3,6.7,33.5,19.9,65.1,31.6,38,22.13518519,622.6820741,29.9,11.66190476,6.35,38.65,
8.2,11.6,3.6,27.6,41.8,55.2,3.6,5.6,5.666666667,3.8,21,11.86666667,7.466666667,35,20.6,66.4,30.4,39,22.13333333,627.5282963,29.53333333,11.79047619,5.9,39.1,
7.6,10.3,3.3,27.3,38.9,54.6,3.3,6.3,6,3.4,22,12.43333333,8.233333333,36.5,21.3,67.7,29.2,40,22.13148148,632.3745185,29.16666667,11.91904762,5.45,39.55,
7,9,3,27,36,54,3,7,6.333333333,3,23,13,9,38,22,69,28,41,22.12962963,637.2207407,28.8,12.04761905,5,40,
